grid_point, diff2-1, diff3-1, diff3-2
[19, 18],55.696688240592266,69.52354593816654,13.826857697574269
[19, 19],65.28056018134521,77.110555623648,11.829995442302788
[19, 20],75.27635094916968,92.61490579596557,17.338554846795887
[19, 21],88.22695170856787,128.01064888368091,39.78369717511305
[20, 0],-116.15319321096013,-97.73035915497348,18.42283405598664
[20, 1],-82.40303393266277,-56.84286715842154,25.560166774241225
[20, 2],-47.20330510082749,-21.90862473924153,25.29468036158596
[20, 3],-31.243516513587565,-44.63782561442258,-13.394309100835017
[20, 4],-18.121578184962345,-32.81296673984707,-14.691388554884725
[20, 5],-8.160482060022332,-20.07183798654023,-11.9113559265179
[20, 6],-3.6255184201554584,-14.51563079708012,-10.890112376924662
[20, 7],0.2096150627003226,-8.613481439650968,-8.82309650235129
[20, 8],4.021566695044385,-3.0236880327747713,-7.045254727819156
[20, 9],7.655181830103174,4.013197869395299,-3.6419839607078757
[20, 10],12.08536265994735,11.033819654359831,-1.0515430055875186
[20, 11],17.587485436501083,17.44870624633859,-0.13877919016249507
[20, 12],25.53264410304928,25.432318449908053,-0.10032565314122621
[20, 13],32.71122019867016,32.699226230104614,-0.01199396856554813
[20, 14],39.46676583128374,43.206446893920656,3.739681062636919
[20, 15],45.19214493083473,54.07854346082968,8.886398529994949
[20, 16],48.696245238317715,63.07166925768797,14.375424019370257
[20, 17],51.855038556050204,66.69996543075922,14.844926874709017
[20, 18],56.30071564584341,69.1335928020817,12.832877156238283
[20, 19],64.38021372122694,74.77632820126018,10.396114480033248
[20, 20],75.06285134437712,84.86620345178198,9.803352107404862
[20, 21],85.9351998361426,nan,nan
[21, 0],-112.59525451185254,-139.47469118027675,-26.879436668424205
[21, 1],-74.42289027676998,-92.28902583441595,-17.866135557645975
[21, 2],-39.712003104586984,-56.2528649814476,-16.540861876860617
[21, 3],-23.057859412901053,-32.968762128929484,-9.910902716028431
[21, 4],-11.248289985814154,-17.10950731459525,-5.861217328781095
[21, 5],-1.2404062927989798,-3.941691202653601,-2.701284909854621
[21, 6],2.9447714149573585,0.41374422935223265,-2.531027185605126
[21, 7],6.060547390186912,3.51164168217565,-2.5489057080112616
[21, 8],8.5365031966885,6.885011066688094,-1.6514921300004062
[21, 9],11.817247624976517,11.226225227504074,-0.5910223974724431
[21, 10],15.97211180024533,16.321573291963432,0.3494614917181025
[21, 11],20.499836631988728,20.848977087646745,0.34914045565801644
[21, 12],25.87387276264417,27.1755605618564,1.3016877992122318
[21, 13],31.463517929394584,32.95533787725617,1.4918199478615861
[21, 14],36.803832267571124,39.15186453274691,2.348032265175789
[21, 15],41.85673986080019,47.92231271818491,6.065572857384723
[21, 16],45.53513379884407,56.13811859043835,10.602984791594281
[21, 17],49.048896144201535,62.48039204475117,13.431495900549635
[21, 18],53.77984072703748,65.59114348616095,11.811302759123464
[21, 19],59.59408510965022,68.31686139565409,8.722776286003864
[21, 20],66.52535518612603,74.88076121581616,8.35540602969013
[21, 21],77.8664172990184,nan,nan
[22, 0],-102.44047494604547,-139.99776616116196,-37.55729121511649
[22, 1],-67.5177104534132,-91.66275683100866,-24.145046377595463
[22, 2],-34.01390011485728,-45.16210457064426,-11.148204455786981
[22, 3],-16.261154979430103,-17.143975017420416,-0.8828200379903137
[22, 4],-5.60176672781472,-3.504335547751907,2.097431180062813
[22, 5],3.405224108765651,7.300849315275627,3.895625206509976
[22, 6],6.840545828005816,11.807479529048578,4.9669337010427626
[22, 7],10.12043367044771,14.790168222501052,4.669734552053342
[22, 8],12.884511253435448,15.537170619443714,2.6526593660082654
[22, 9],15.969819169901712,17.491017702212048,1.5211985323103363
[22, 10],19.308625059850783,21.03609555434923,1.7274704944984478
[22, 11],22.68212294766181,23.471245515438568,0.7891225677767579
[22, 12],25.852824551687263,26.3501873477162,0.49736279602893774
[22, 13],29.511528611436916,30.668076659328108,1.1565480478911923
[22, 14],33.42571344962016,35.186831291439375,1.761117841819214
[22, 15],36.34951872142665,39.364511451580256,3.014992730153608
[22, 16],39.444947175874404,45.91433803635482,6.4693908604804164
[22, 17],42.5922221012479,53.2688401209889,10.676618019741
[22, 18],46.12861067391805,55.2301514077144,9.101540733796355
[22, 19],51.57064875303968,59.92605478272981,8.35540602969013
[22, 20],56.189383746606836,64.54478977629697,8.35540602969013
[22, 21],62.07600376053506,nan,nan
[23, 0],-93.74469281121674,-129.92025059520074,-36.175557783984004
[23, 1],-59.78338787216762,-74.4040668961552,-14.620679023987577
[23, 2],-28.651232160478685,-30.189754823652947,-1.5385226631742626
[23, 3],-11.62853346052816,-6.898304774505959,4.730228686022201
[23, 4],-2.0953590817816803,3.025840289513326,5.121199371295006
[23, 5],5.8781260636815205,12.119842275888914,6.241716212207393
[23, 6],9.222239865380288,16.628329412521452,7.406089547141164
[23, 7],13.189367769826276,20.25304947013592,7.063681700309644
[23, 8],16.065068998121205,20.93793770148386,4.872868703362656
[23, 9],19.136064548877584,22.825195533536316,3.689130984658732
[23, 10],21.773827854924093,24.91126843478014,3.1374405798560474
[23, 11],24.043640461561154,25.77566837624454,1.7320279146833855
[23, 12],26.251965064196156,26.218853939783912,-0.03311112441224395
[23, 13],27.815340593419933,26.13422114800869,-1.681119445411241
[23, 14],30.024482540497957,28.07897688884077,-1.9455056516571858
[23, 15],31.982331138487098,30.83833558758124,-1.1439955509058564
[23, 16],33.865561373054334,33.69864539058017,-0.1669159824741655
[23, 17],35.456449781438096,37.61239356108672,2.1559437796486236
[23, 18],37.09825939789425,42.4783813539143,5.380121956020048
[23, 19],38.090463248943706,nan,nan
[23, 20],38.50636754881998,nan,nan
[23, 21],38.632268486463545,nan,nan
[24, 0],-82.92193965011393,-116.9565909742887,-34.034651324174774
[24, 1],-51.702047312788636,-54.24677735218938,-2.544730039400747
[24, 2],-25.68979444902743,-19.142239289368263,6.547555159659169
[24, 3],-9.480307072459254,-3.141372519356082,6.338934553103172
[24, 4],0.1032795109995277,5.686064952378729,5.582785441379201
[24, 5],7.096723966285026,12.89453385664001,5.7978098903549835
[24, 6],11.179998591726871,17.653091672968912,6.473093081242041
[24, 7],15.789376639468173,23.29115478188396,7.501778142415787
[24, 8],19.042727281541374,25.381144833098006,6.338417551556631
[24, 9],21.451500523309733,26.781463141752283,5.329962618442551
[24, 10],23.36391618403286,27.97833597062163,4.614419786588769
[24, 11],25.008677216113938,27.659583776471663,2.6509065603577255
[24, 12],26.085628867254854,26.377941890941656,0.2923130236868019
[24, 13],26.882523917925937,22.711399665121462,-4.171124252804475
[24, 14],27.41658420693875,21.71869623040766,-5.697887976531092
[24, 15],29.206868570192455,24.148359259645076,-5.058509310547379
[24, 16],30.63047353309048,26.26733626826899,-4.363137264821489
[24, 17],31.756801836760133,28.562683790701158,-3.194118046058975
[24, 18],32.438075713776016,31.84157208029501,-0.5965036334810065
[24, 19],32.569604368135515,25.707469804724496,-6.8621345634110185
[24, 20],33.058716640595776,nan,nan
[24, 21],27.068924961587072,nan,nan
[25, 0],-70.74133390752468,-87.03562139710266,-16.294287489577982
[25, 1],-42.33995278551538,-30.264387339233508,12.075565446281871
[25, 2],-23.224985760611162,-11.420750565275739,11.804235195335423
[25, 3],-6.891365187115298,0.36403740948571794,7.255402596601016
[25, 4],2.471759336199284,7.481149046619066,5.009389710419782
[25, 5],7.561288703521313,11.039165919924017,3.477877216402703
[25, 6],12.15529971660817,15.495462735686488,3.340163019078318
[25, 7],17.10280024378153,21.300667522596086,4.197867278814556
[25, 8],20.507945981654302,26.88301314509772,6.375067163443418
[25, 9],23.116007502683715,29.75372362993312,6.637716127249405
[25, 10],25.014613061734963,30.91879725066883,5.904184188933868
[25, 11],25.4573378275054,28.995228359995053,3.537890532489655
[25, 12],25.943794408189206,27.17204675708581,1.2282523488966035
[25, 13],26.055874514814604,20.309150727487577,-5.746723787327028
[25, 14],27.075994353099304,17.749407644027087,-9.326586709072217
[25, 15],28.215387664958143,19.915739202901023,-8.299648462057121
[25, 16],29.192987252321473,22.509184480319163,-6.683802772002309
[25, 17],30.36736996412401,24.363943494737214,-6.003426469386795
[25, 18],31.23568903566138,23.916510485672916,-7.3191785499884645
[25, 19],31.683347100789433,21.165260544486955,-10.518086556302478
[25, 20],32.29486375484794,19.14444388272568,-13.150419872122256
[25, 21],30.184353601209295,nan,nan
[26, 0],-57.594269766047546,-57.00443774985524,0.5898320161923039
[26, 1],-37.968404071793884,-17.80418544445365,20.164218627340233
[26, 2],-19.544432368194066,-1.4847335366330299,18.059698831561036
[26, 3],-2.890087301884705,7.184126132137862,10.074213434022568
[26, 4],1.83787708136515,7.0158384269179805,5.177961345552831
[26, 5],7.470357290125321,9.753197442624696,2.282840152499375
[26, 6],12.919597219735806,14.016620870796942,1.0970236510611358
[26, 7],17.596547761212605,19.476590466380912,1.8800427051683073
[26, 8],22.03203456468873,26.83502683894676,4.802992274258031
[26, 9],24.794363729782162,32.013759318632765,7.2193955888506025
[26, 10],26.661305866018665,34.71290919693274,8.051603330914077
[26, 11],26.348252235640757,32.59966095166328,6.2514087160225245
[26, 12],25.13865436503329,27.689975326570675,2.5513209615373853
[26, 13],25.837244224044298,20.14620023353291,-5.691043990511389
[26, 14],27.426933933095825,16.40259848851747,-11.024335444578355
[26, 15],28.76054282754467,19.395539832032227,-9.365002995512441
[26, 16],29.958794313803992,23.229022435644765,-6.729771878159227
[26, 17],31.139535682556016,24.534159147685386,-6.605376534870629
[26, 18],32.136594428920034,24.86573500499162,-7.270859423928414
[26, 19],32.72789182921679,23.35249459626357,-9.375397232953219
[26, 20],33.16875284734397,20.222912617428847,-12.94584022991512
[26, 21],31.95480287675582,18.70383694001248,-13.250965936743341
[27, 0],-49.13205237912916,-27.46998225268362,21.662070126445542
[27, 1],-31.840078386277128,-10.151562812976408,21.68851557330072
[27, 2],-15.958443290311152,3.761092872205154,19.719536162516306
[27, 3],-4.4690486842746395,11.362369793414473,15.831418477689112
[27, 4],0.051464686570398044,6.095522352854459,6.044057666284061
[27, 5],5.142486845612439,2.6759163017713945,-2.466570543841044
[27, 6],7.968226287118341,6.19809347071714,-1.7701328164012011
[27, 7],13.11582830210682,15.198429053883956,2.082600751777136
[27, 8],19.057428939405327,24.070645786497153,5.013216847091826
[27, 9],25.21948269412951,32.56520516592445,7.345722471794943
[27, 10],28.191897436237923,37.457526450444675,9.265629014206752
[27, 11],27.245589053713957,36.74854652407976,9.5029574703658
[27, 12],24.77875940248032,30.140185647411272,5.3614262449309535
[27, 13],26.186152483913247,22.734873288916788,-3.4512791949964594
[27, 14],28.31255381495521,16.43610335748599,-11.876450457469218
[27, 15],30.02996715001973,24.149877681784346,-5.880089468235383
[27, 16],31.586762145839202,27.299848776759063,-4.286913369080139
[27, 17],32.86169191450699,27.941943340477337,-4.919748574029654
[27, 18],33.55479863688015,26.8448460298614,-6.709952607018749
[27, 19],34.065125074633215,25.309158582089367,-8.755966492543848
[27, 20],34.01304841623096,21.966263568878276,-12.046784847352683
[27, 21],33.00007063232442,19.97041718863784,-13.029653443686584
