grid_point, number_obs_available, analysis_value
[3, 1],15.0,5280.83011707433
[3, 2],16.0,5300.704739758631
[3, 3],16.0,5312.708554903033
[3, 4],16.0,5335.870414936788
[3, 5],17.0,5356.332941741344
[3, 6],17.0,5374.334112891207
[3, 7],19.0,5389.355553415477
[3, 8],19.0,5401.102640443787
[3, 9],21.0,5416.436359229535
[3, 10],21.0,5424.274741987585
[3, 11],22.0,5433.703971789064
[3, 12],24.0,5444.178201026129
[3, 13],24.0,5463.965689348463
[3, 14],23.0,5476.850474153592
[3, 15],21.0,5499.323206688441
[3, 16],22.0,5532.029881881479
[3, 17],20.0,5568.117670736938
[3, 18],17.0,5608.360979065227
[3, 19],15.0,5656.63371579838
[3, 20],14.0,5730.284109889333
[3, 21],11.0,5781.7731264378235
[4, 0],15.0,5243.78161950679
[4, 1],15.0,5262.894569662041
[4, 2],17.0,5290.317655655443
[4, 3],18.0,5307.451058460892
[4, 4],17.0,5329.829366148477
[4, 5],16.0,5351.268411753064
[4, 6],19.0,5352.405573378084
[4, 7],21.0,5373.998582318169
[4, 8],21.0,5391.054778101379
[4, 9],25.0,5402.338721737144
[4, 10],26.0,5415.932808760346
[4, 11],24.0,5415.5164295625655
[4, 12],27.0,5423.99214516519
[4, 13],27.0,5433.093379097496
[4, 14],25.0,5445.570621318837
[4, 15],26.0,5469.73011627545
[4, 16],23.0,5498.2984238995505
[4, 17],21.0,5530.942266357329
[4, 18],19.0,5567.081560597006
[4, 19],15.0,5615.851730435505
[4, 20],13.0,5687.430590440752
[4, 21],13.0,5770.576399137695
[5, 0],14.0,5248.401379345749
[5, 1],14.0,5249.078110294
[5, 2],18.0,5279.853787075635
[5, 3],18.0,5299.411473940963
[5, 4],17.0,5310.780102375398
[5, 5],18.0,5337.344955251119
[5, 6],21.0,5357.359137152709
[5, 7],22.0,5366.316493153396
[5, 8],25.0,5386.751243010249
[5, 9],27.0,5392.987482744442
[5, 10],27.0,5398.908907357016
[5, 11],28.0,5412.416556526094
[5, 12],29.0,5408.5901943148765
[5, 13],29.0,5414.535799787598
[5, 14],29.0,5433.318134464422
[5, 15],28.0,5449.63704061844
[5, 16],26.0,5473.192063520257
[5, 17],23.0,5506.107531014097
[5, 18],21.0,5535.601383368337
[5, 19],20.0,5585.98150552652
[5, 20],14.0,5650.253879987628
[5, 21],14.0,5681.928160469479
[6, 0],14.0,5232.209020551301
[6, 1],12.0,5235.751280556709
[6, 2],16.0,5267.630297544338
[6, 3],16.0,5282.160918752508
[6, 4],17.0,5297.187549183913
[6, 5],21.0,5326.469124344156
[6, 6],22.0,5362.023600707365
[6, 7],23.0,5377.756200369238
[6, 8],28.0,5393.2615439124
[6, 9],26.0,5397.664825208269
[6, 10],27.0,5394.191558832737
[6, 11],29.0,5407.442655766277
[6, 12],33.0,5402.230551227742
[6, 13],32.0,5412.743239085903
[6, 14],31.0,5420.9897863580445
[6, 15],30.0,5436.220303354778
[6, 16],29.0,5454.060690288485
[6, 17],27.0,5477.185228368684
[6, 18],22.0,5506.351290979026
[6, 19],20.0,5559.561662819689
[6, 20],19.0,5587.701896191878
[6, 21],17.0,5626.545120397147
[7, 0],13.0,5230.5225646229865
[7, 1],13.0,5245.347681943884
[7, 2],15.0,5263.54335086963
[7, 3],17.0,5273.931431944449
[7, 4],21.0,5300.4520478280665
[7, 5],21.0,5335.434743018977
[7, 6],23.0,5354.727914873018
[7, 7],28.0,5391.7532760187205
[7, 8],30.0,5400.284837575147
[7, 9],28.0,5410.982703442296
[7, 10],31.0,5411.208896355924
[7, 11],32.0,5421.506864151335
[7, 12],32.0,5410.916761505472
[7, 13],35.0,5409.916454299823
[7, 14],33.0,5415.098612630834
[7, 15],33.0,5426.6360305046655
[7, 16],31.0,5439.276928383379
[7, 17],30.0,5454.631168699094
[7, 18],25.0,5485.508655482659
[7, 19],23.0,5532.812022484419
[7, 20],21.0,5563.686060905933
[7, 21],19.0,5605.157001121437
[8, 0],14.0,5232.8174222294765
[8, 1],13.0,5245.0307650201885
[8, 2],14.0,5257.522265422898
[8, 3],16.0,5286.106694722581
[8, 4],17.0,5312.472819821021
[8, 5],19.0,5349.148423551347
[8, 6],23.0,5364.6220727918735
[8, 7],28.0,5398.5717316868995
[8, 8],29.0,5416.499883613738
[8, 9],29.0,5421.012691118229
[8, 10],32.0,5418.120460758853
[8, 11],32.0,5429.268716148259
[8, 12],38.0,5420.380332034293
[8, 13],38.0,5418.716729795799
[8, 14],36.0,5415.37010688852
[8, 15],35.0,5426.236882511579
[8, 16],38.0,5436.147233377975
[8, 17],32.0,5450.8723975869925
[8, 18],29.0,5476.050260466896
[8, 19],27.0,5509.754500656198
[8, 20],23.0,5548.249074508623
[8, 21],18.0,5589.006046290617
[9, 0],12.0,5234.650322509302
[9, 1],13.0,5248.732897624366
[9, 2],16.0,5272.098527038881
[9, 3],16.0,5301.8259086293365
[9, 4],18.0,5322.497963385398
[9, 5],18.0,5356.859451478827
[9, 6],22.0,5393.785486296789
[9, 7],26.0,5415.408475435619
[9, 8],29.0,5438.15964488272
[9, 9],30.0,5448.104613010497
[9, 10],31.0,5444.156923464562
[9, 11],33.0,5443.84465454493
[9, 12],39.0,5435.668900143386
[9, 13],35.0,5437.107517207853
[9, 14],35.0,5430.187080827503
[9, 15],37.0,5428.265848455059
[9, 16],36.0,5441.802735158713
[9, 17],31.0,5451.527140443233
[9, 18],30.0,5477.771556701717
[9, 19],28.0,5502.067559039559
[9, 20],25.0,5538.958319386831
[9, 21],24.0,5571.773100571752
[10, 0],12.0,5234.771859536231
[10, 1],13.0,5243.6636597020515
[10, 2],14.0,5271.552191797193
[10, 3],16.0,5314.258864919484
[10, 4],18.0,5353.510439679656
[10, 5],21.0,5385.800603942247
[10, 6],23.0,5419.802717652807
[10, 7],26.0,5438.649310532795
[10, 8],30.0,5456.012537958801
[10, 9],29.0,5470.536963890913
[10, 10],33.0,5476.46954752117
[10, 11],37.0,5469.014198784149
[10, 12],38.0,5466.783216705746
[10, 13],37.0,5459.8269189242155
[10, 14],41.0,5460.177383558693
[10, 15],40.0,5447.64208711838
[10, 16],40.0,5455.168987348641
[10, 17],39.0,5466.518690323435
[10, 18],35.0,5483.0526528672835
[10, 19],32.0,5510.387041397176
[10, 20],27.0,5540.245130990272
[10, 21],24.0,5578.093851800566
[11, 0],14.0,5244.952617043615
[11, 1],14.0,5241.235709482098
[11, 2],15.0,5282.813252228361
[11, 3],15.0,5321.995979195599
[11, 4],17.0,5376.039536049675
[11, 5],20.0,5410.362401017297
[11, 6],22.0,5435.874619060168
[11, 7],27.0,5465.408537055313
[11, 8],29.0,5478.126845541624
[11, 9],33.0,5491.91321661069
[11, 10],34.0,5499.3641073934305
[11, 11],37.0,5492.6486019940585
[11, 12],41.0,5491.361406189115
[11, 13],44.0,5482.010732547754
[11, 14],44.0,5481.792081323931
[11, 15],42.0,5481.005685737753
[11, 16],44.0,5488.569926407168
[11, 17],37.0,5481.271917268916
[11, 18],38.0,5505.545253889906
[11, 19],35.0,5530.426603581285
[11, 20],30.0,5553.66063207176
[11, 21],26.0,5593.249688322352
[12, 0],13.0,5227.106116686606
[12, 1],13.0,5254.21783922469
[12, 2],18.0,5296.21335657728
[12, 3],16.0,5343.78230774905
[12, 4],19.0,5386.688636198825
[12, 5],21.0,5424.918523825738
[12, 6],28.0,5458.855473112084
[12, 7],28.0,5487.526302622426
[12, 8],31.0,5500.569301795984
[12, 9],34.0,5517.943495574368
[12, 10],38.0,5522.600412444025
[12, 11],38.0,5528.345252812723
[12, 12],41.0,5516.582889289379
[12, 13],41.0,5511.758251561151
[12, 14],45.0,5512.393514730706
[12, 15],45.0,5510.258826783202
[12, 16],43.0,5517.468509259543
[12, 17],40.0,5525.317817059738
[12, 18],38.0,5539.584282883781
[12, 19],33.0,5551.417199289703
[12, 20],31.0,5578.570488518397
[12, 21],24.0,5607.940940892668
[13, 0],13.0,5234.124455047371
[13, 1],13.0,5264.275206161197
[13, 2],17.0,5318.010961355527
[13, 3],17.0,5353.935409548911
[13, 4],22.0,5402.381599560922
[13, 5],26.0,5438.368823917981
[13, 6],28.0,5473.558422459777
[13, 7],29.0,5504.06308930351
[13, 8],29.0,5531.873250981345
[13, 9],36.0,5543.29261025678
[13, 10],36.0,5554.667410668673
[13, 11],40.0,5555.440314354868
[13, 12],43.0,5559.900436331926
[13, 13],45.0,5549.107937303846
[13, 14],47.0,5542.208831214808
[13, 15],46.0,5550.935262723459
[13, 16],44.0,5554.507096884521
[13, 17],42.0,5564.7974439618265
[13, 18],37.0,5567.258677535885
[13, 19],34.0,5597.620868676762
[13, 20],32.0,5621.392564392963
[13, 21],26.0,5644.43439978666
[14, 0],11.0,5215.381156270374
[14, 1],13.0,5275.860634471041
[14, 2],17.0,5316.720878895232
[14, 3],16.0,5363.095001457015
[14, 4],23.0,5415.031684728103
[14, 5],24.0,5453.959287511152
[14, 6],27.0,5497.347432001086
[14, 7],32.0,5530.0413594138845
[14, 8],35.0,5552.875446416643
[14, 9],38.0,5573.359714398781
[14, 10],42.0,5577.323973541121
[14, 11],41.0,5588.22394054552
[14, 12],42.0,5588.110774339659
[14, 13],45.0,5588.48508235322
[14, 14],46.0,5592.019998559911
[14, 15],45.0,5592.230615299133
[14, 16],45.0,5592.141662232017
[14, 17],42.0,5600.699351353844
[14, 18],38.0,5617.938185347948
[14, 19],34.0,5629.428329782364
[14, 20],33.0,5654.685485861082
[14, 21],26.0,5690.081196181063
[15, 0],15.0,5251.73133407724
[15, 1],16.0,5291.926306745412
[15, 2],17.0,5335.0292779083975
[15, 3],20.0,5381.715563076032
[15, 4],22.0,5424.714488341859
[15, 5],26.0,5485.034550185224
[15, 6],29.0,5518.429423174675
[15, 7],33.0,5548.512913994009
[15, 8],37.0,5573.249600102989
[15, 9],38.0,5590.690052202039
[15, 10],42.0,5611.217917621434
[15, 11],42.0,5621.3249177388225
[15, 12],46.0,5627.112374464033
[15, 13],46.0,5626.490308794841
[15, 14],45.0,5629.661503205894
[15, 15],45.0,5637.518801501451
[15, 16],42.0,5648.777953442131
[15, 17],39.0,5656.946290548823
[15, 18],37.0,5662.691512049231
[15, 19],33.0,5675.358835279805
[15, 20],31.0,5693.242302370115
[15, 21],28.0,5717.064695728057
[16, 0],16.0,5261.905700955158
[16, 1],18.0,5307.188767890835
[16, 2],20.0,5349.222833033384
[16, 3],24.0,5402.271558960845
[16, 4],27.0,5454.3390652968155
[16, 5],28.0,5494.7150692965515
[16, 6],30.0,5540.358531671198
[16, 7],35.0,5565.902721683853
[16, 8],36.0,5597.961795723886
[16, 9],41.0,5622.992928620641
[16, 10],46.0,5638.038691568276
[16, 11],44.0,5655.175933851977
[16, 12],45.0,5665.022924922414
[16, 13],48.0,5662.4419011525515
[16, 14],49.0,5670.636241784075
[16, 15],45.0,5677.238794753822
[16, 16],43.0,5688.843575898033
[16, 17],36.0,5700.732198880768
[16, 18],36.0,5717.149345532878
[16, 19],33.0,5732.807420581009
[16, 20],26.0,5745.007562582637
[16, 21],25.0,5764.000293426525
[17, 0],17.0,5280.355512784567
[17, 1],20.0,5327.209594669526
[17, 2],21.0,5369.728090607759
[17, 3],24.0,5430.609407806645
[17, 4],30.0,5479.411274670365
[17, 5],31.0,5519.873452380678
[17, 6],35.0,5557.153341191797
[17, 7],37.0,5588.556921993042
[17, 8],40.0,5615.945428900955
[17, 9],42.0,5641.599801937175
[17, 10],44.0,5661.458429362461
[17, 11],49.0,5681.573592447256
[17, 12],46.0,5699.776338651362
[17, 13],47.0,5706.916507999642
[17, 14],50.0,5709.203701633393
[17, 15],49.0,5717.142775586984
[17, 16],41.0,5731.51205204961
[17, 17],38.0,5740.952927695934
[17, 18],34.0,5756.290272110526
[17, 19],29.0,5772.482188636566
[17, 20],29.0,5791.097545702447
[17, 21],23.0,5798.217566614547
[18, 0],18.0,5304.714352929817
[18, 1],22.0,5353.953945229541
[18, 2],25.0,5400.471484618991
[18, 3],27.0,5455.047507936997
[18, 4],28.0,5499.438449618443
[18, 5],32.0,5542.313081439997
[18, 6],34.0,5577.894515678574
[18, 7],34.0,5606.2546585806085
[18, 8],40.0,5634.282034025302
[18, 9],44.0,5663.641119663593
[18, 10],48.0,5681.505284098501
[18, 11],51.0,5704.3228267381855
[18, 12],48.0,5720.254787164527
[18, 13],47.0,5734.9436244573135
[18, 14],50.0,5739.445010875088
[18, 15],45.0,5755.7811140479935
[18, 16],42.0,5773.521237693091
[18, 17],36.0,5787.69048524554
[18, 18],33.0,5810.2910431097525
[18, 19],29.0,5825.018169727598
[18, 20],27.0,5839.335890477384
[18, 21],22.0,5849.310187201928
[19, 0],19.0,5324.3227813900885
[19, 1],23.0,5374.313768628017
[19, 2],25.0,5418.486113234647
[19, 3],27.0,5478.352972817402
[19, 4],30.0,5520.991700314889
[19, 5],30.0,5559.777696196539
[19, 6],33.0,5597.324501233043
[19, 7],38.0,5626.098391052912
[19, 8],39.0,5653.433798112816
[19, 9],39.0,5677.4556361446175
[19, 10],48.0,5705.590455153744
[19, 11],47.0,5723.818800517607
[19, 12],45.0,5740.51947165011
[19, 13],44.0,5762.74562181801
[19, 14],44.0,5772.663657159913
[19, 15],45.0,5785.294802551005
[19, 16],42.0,5805.442386398468
[19, 17],37.0,5823.1352332899805
[19, 18],35.0,5843.770009507083
[19, 19],29.0,5858.844503202455
[19, 20],27.0,5875.151661204431
[19, 21],23.0,5884.372225393855
[20, 0],20.0,5345.36870095202
[20, 1],22.0,5392.326860597594
[20, 2],24.0,5455.099439961226
[20, 3],27.0,5498.050933324579
[20, 4],33.0,5537.83762762814
[20, 5],30.0,5579.841189054459
[20, 6],30.0,5612.405212096915
[20, 7],36.0,5643.749617675747
[20, 8],39.0,5672.607198940093
[20, 9],42.0,5694.190631302456
[20, 10],44.0,5714.941956639301
[20, 11],45.0,5738.773745851649
[20, 12],44.0,5764.831279731683
[20, 13],41.0,5783.385247759488
[20, 14],41.0,5794.595350080526
[20, 15],42.0,5816.110980942536
[20, 16],44.0,5830.054299708798
[20, 17],41.0,5846.8042659451075
[20, 18],38.0,5867.441815278689
[20, 19],31.0,5880.765083348497
[20, 20],28.0,5906.012502022761
[20, 21],26.0,5919.744674919406
[21, 0],19.0,5367.832651246714
[21, 1],21.0,5431.684170490958
[21, 2],25.0,5475.645741135752
[21, 3],27.0,5517.353255349518
[21, 4],29.0,5556.882065107277
[21, 5],31.0,5592.420166027766
[21, 6],31.0,5627.819044850313
[21, 7],34.0,5656.90283263617
[21, 8],35.0,5686.407164725525
[21, 9],41.0,5711.924162084832
[21, 10],40.0,5735.004467419278
[21, 11],41.0,5754.062148242988
[21, 12],43.0,5779.0046493098325
[21, 13],43.0,5795.499688143257
[21, 14],42.0,5817.08707258363
[21, 15],42.0,5826.061553233543
[21, 16],40.0,5844.197386042015
[21, 17],37.0,5859.005339053141
[21, 18],34.0,5877.367103811019
[21, 19],29.0,5898.047012167022
[21, 20],29.0,5919.156258290721
[21, 21],25.0,5919.424413058834
[22, 0],18.0,5402.088453589564
[22, 1],21.0,5451.003403296442
[22, 2],23.0,5495.4375835638075
[22, 3],26.0,5537.860109283746
[22, 4],27.0,5575.052013223658
[22, 5],28.0,5610.978440449531
[22, 6],29.0,5643.47054334702
[22, 7],31.0,5676.025551304983
[22, 8],32.0,5699.086117961682
[22, 9],37.0,5723.920279975159
[22, 10],39.0,5744.984048628662
[22, 11],41.0,5765.527241490169
[22, 12],42.0,5784.669405123708
[22, 13],43.0,5808.905005091837
[22, 14],41.0,5830.263764922687
[22, 15],38.0,5843.343761157879
[22, 16],39.0,5856.201846365042
[22, 17],33.0,5877.920492708854
[22, 18],31.0,5897.445881069303
[22, 19],25.0,5904.284611322633
[22, 20],24.0,5925.793257842197
[22, 21],21.0,5942.175355413085
[23, 0],17.0,5418.127491179363
[23, 1],21.0,5468.015245615267
[23, 2],22.0,5509.123477076189
[23, 3],24.0,5549.749905573603
[23, 4],26.0,5590.207277013132
[23, 5],25.0,5625.2512104040425
[23, 6],28.0,5656.773213822448
[23, 7],30.0,5685.051704349601
[23, 8],32.0,5710.900601391988
[23, 9],31.0,5735.459394442035
[23, 10],35.0,5756.513547148963
[23, 11],37.0,5774.266792641722
[23, 12],40.0,5793.894357621271
[23, 13],39.0,5810.152684215712
[23, 14],35.0,5826.688463600494
[23, 15],34.0,5847.33968008878
[23, 16],32.0,5862.203604104618
[23, 17],29.0,5877.815516610226
[23, 18],28.0,5895.257794364366
[23, 19],24.0,5915.638259090534
[23, 20],24.0,5934.926204232674
[23, 21],18.0,5909.428023309476
[24, 0],16.0,5431.525934354831
[24, 1],19.0,5480.171408059095
[24, 2],21.0,5522.689511471035
[24, 3],22.0,5563.99589230162
[24, 4],25.0,5600.38884915957
[24, 5],25.0,5634.156676795219
[24, 6],27.0,5665.135658762949
[24, 7],30.0,5692.855818013535
[24, 8],30.0,5716.840150394086
[24, 9],32.0,5740.573518048204
[24, 10],32.0,5760.311822550491
[24, 11],36.0,5780.652406023512
[24, 12],36.0,5798.167257109425
[24, 13],36.0,5814.388620129766
[24, 14],34.0,5832.7474208368485
[24, 15],31.0,5847.2614298385615
[24, 16],29.0,5861.595547526122
[24, 17],24.0,5873.377848258882
[24, 18],23.0,5884.387924096114
[24, 19],21.0,5895.518692867423
[24, 20],19.0,5906.61621455424
[24, 21],18.0,5913.15829842419
[25, 0],14.0,5444.590862101077
[25, 1],15.0,5493.250971449222
[25, 2],20.0,5535.815198917152
[25, 3],24.0,5571.1713092265145
[25, 4],25.0,5606.027512530357
[25, 5],24.0,5639.1028321473705
[25, 6],24.0,5671.162379829733
[25, 7],25.0,5698.565154970431
[25, 8],28.0,5719.382678315246
[25, 9],28.0,5743.4615701075845
[25, 10],32.0,5763.064434981141
[25, 11],33.0,5781.366320441513
[25, 12],31.0,5799.585186540691
[25, 13],30.0,5817.787680930319
[25, 14],27.0,5835.259848072082
[25, 15],27.0,5849.643677693883
[25, 16],26.0,5863.010102190967
[25, 17],23.0,5875.463739342551
[25, 18],20.0,5885.194903719192
[25, 19],16.0,5888.192175582462
[25, 20],14.0,5870.675486784814
[25, 21],13.0,5846.395842917773
[26, 0],13.0,5462.8633849559355
[26, 1],15.0,5503.794606571048
[26, 2],17.0,5539.734157413357
[26, 3],19.0,5577.497329227299
[26, 4],21.0,5613.593541756093
[26, 5],23.0,5644.762684869185
[26, 6],23.0,5672.323252215491
[26, 7],22.0,5693.528054774179
[26, 8],27.0,5716.98443901847
[26, 9],27.0,5740.67370737349
[26, 10],29.0,5763.6669443336
[26, 11],28.0,5781.307004552782
[26, 12],29.0,5795.4885179897365
[26, 13],25.0,5821.077889071465
[26, 14],23.0,5835.6211901602655
[26, 15],23.0,5849.318493826374
[26, 16],20.0,5862.139251819959
[26, 17],18.0,5872.254625537269
[26, 18],17.0,5879.61974551134
[26, 19],14.0,5878.979331972485
[26, 20],14.0,5875.126769290146
[26, 21],9.0,5812.0130264468025
[27, 0],12.0,5474.506602581008
[27, 1],13.0,5507.938811124906
[27, 2],16.0,5545.169674151088
[27, 3],16.0,5578.207026330936
[27, 4],19.0,5613.635592413833
[27, 5],20.0,5642.42079466131
[27, 6],20.0,5668.4035643265925
[27, 7],21.0,5688.121429830348
[27, 8],24.0,5710.923901396563
[27, 9],24.0,5733.56005866082
[27, 10],26.0,5755.989885399651
[27, 11],27.0,5776.593569541293
[27, 12],26.0,5793.149851598273
[27, 13],22.0,5815.13453788236
[27, 14],22.0,5840.343257931003
[27, 15],19.0,5852.159385264866
[27, 16],18.0,5864.229836944294
[27, 17],16.0,5873.359245869788
[27, 18],14.0,5880.231817598812
[27, 19],12.0,5881.017453988576
[27, 20],11.0,5877.640395047829
[27, 21],9.0,5830.645775221521
